Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      64/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/2           f2__physical_objects__reinitialize_globalvars [778]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00     185/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00     511/8961        initial_cause [955]
                0.00    0.00     248/27315       f2symbol__new [952]
                0.00    0.00      64/1288        f2pointer__new [962]
                0.00    0.00      64/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.01      38/38          funk2_garbage_collector__touch_all_roots [315]
[444]    0.0    0.00    0.01      38         funk2_garbage_collector__touch_never_delete_list [444]
                0.01    0.00  122125/31787640     funk2_garbage_collector_pool__touch_f2ptr [57]
                0.00    0.00      36/3619        funk2_status [654]
-----------------------------------------------
                0.00    0.00     122/354         f2__compile__apply_exp <cycle 1> [312]
                0.00    0.01     232/354         f2__compile__funkvar_call <cycle 1> [151]
[445]    0.0    0.00    0.01     354         f2__compile__jump_funk [445]
                0.00    0.01     348/99066       f2bytecode__new [83]
                0.00    0.01     374/1119799     f2cons__new [10]
-----------------------------------------------
                0.00    0.00       1/494619      f2__cause__remove_fiber [844]
                0.00    0.00       2/494619      f2__cause__add_fiber [798]
                0.00    0.00    1881/494619      f2__processor__add_active_fiber [367]
                0.00    0.00   15601/494619      f2__frame__add_type_var_value [40]
                0.00    0.00   59325/494619      f2__ptypehash__add <cycle 2> [63]
                0.00    0.01  417809/494619      f2__ptypehash__lookup_keyvalue_pair [69]
[446]    0.0    0.00    0.01  494619         pfunk2__f2mutex__lock [446]
                0.00    0.00  493913/1075982     ptype_mutex__m [425]
                0.00    0.00  493859/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.01    4055/4055        f2__write__ansi_color [316]
[447]    0.0    0.00    0.01    4055         raw__ansi__stream__foreground [447]
                0.00    0.01     900/900         f2__ansi__stream__bold [489]
                0.00    0.01     707/707         f2__ansi__stream__normal_intensity [506]
-----------------------------------------------
                0.00    0.01     826/826         f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[448]    0.0    0.00    0.01     826         pcfunk__exception__is_type [448]
                0.00    0.01     820/33718       raw__simple_length [172]
                0.00    0.00     801/43181355     raw__array__elt [4]
                0.00    0.00     829/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     824/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.01     769/769         f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[449]    0.0    0.00    0.01     769         pcfunk__not [449]
                0.00    0.01     771/33718       raw__simple_length [172]
                0.00    0.00     801/43181355     raw__array__elt [4]
                0.00    0.00     835/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     824/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.01      72/72          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[450]    0.0    0.00    0.01      72         pcfunk__primobject_type__add_slot_type [450]
                0.00    0.01      74/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00      68/33718       raw__simple_length [172]
                0.00    0.00     514/43181355     raw__array__elt [4]
                0.00    0.00     530/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     529/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.01      12/12          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[451]    0.0    0.00    0.01      12         pcfunk__physical_object__new [451]
                0.00    0.01      14/14          f2__physical_object__new [453]
                0.00    0.00      13/33718       raw__simple_length [172]
                0.00    0.00     119/43181355     raw__array__elt [4]
                0.00    0.00     121/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     120/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.01    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[452]    0.0    0.01    0.00       1         f2compound_object__primobject_type__new [452]
                0.00    0.00       9/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       9/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.01      14/14          pcfunk__physical_object__new [451]
[453]    0.0    0.00    0.01      14         f2__physical_object__new [453]
                0.00    0.01      77/209         f2__frame__add_var_value [403]
                0.00    0.00      12/15551       f2frame__new [110]
                0.00    0.00      80/1368        new__symbol [473]
                0.00    0.00      13/15124       f2__frame__new [953]
-----------------------------------------------
                                2559             raw__exp__contains_comma [454]
                0.00    0.00      76/323         f2__stream__try_read_backquoted <cycle 4> [156]
                0.00    0.01     247/323         f2__exp__comma_filter_backquoted [404]
[454]    0.0    0.00    0.01     323+2559    raw__exp__contains_comma [454]
                0.00    0.01    2879/379045      raw__cons__is_type [103]
                0.00    0.00    2929/43181355     raw__array__elt [4]
                0.00    0.00    2977/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    2842/5868111     raw__eq [187]
                0.00    0.00    2974/43576003     f2traced_array__elt [132]
                                2559             raw__exp__contains_comma [454]
-----------------------------------------------
                                  13             raw__compile <cycle 1> [171]
[455]    0.0    0.00    0.01      13         f2__compile__backquote_append_exp <cycle 1> [455]
