Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   35620/537607      f2processor__execute_next_bytecodes <cycle 1> [116]
                0.00    0.00   60101/537607      f2__ptypehash__add <cycle 2> [63]
                0.02    0.00  420466/537607      f2__ptypehash__lookup_keyvalue_pair [69]
[401]    0.0    0.03    0.00  537607         f2mutex__unlock [401]
-----------------------------------------------
                0.00    0.03    1075/1075        f2__fiber__execute_bytecode <cycle 1> [3]
[402]    0.0    0.00    0.03    1075         f2__fiber__bytecode__type_var__mutate [402]
                0.00    0.02    1083/1083        f2__environment__type_var_value__set [411]
                0.00    0.00    1061/1597317     f2__fiber__increment_pc [37]
                0.00    0.00    3133/43181355     raw__array__elt [4]
                0.00    0.00     978/4798098     raw__array__elt__set [30]
                0.00    0.00    3279/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    3267/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       3/209         f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
                0.00    0.01      77/209         f2__physical_object__new [453]
                0.00    0.02     129/209         f2__primobject_type__new [408]
[403]    0.0    0.00    0.03     209         f2__frame__add_var_value [403]
                0.00    0.03     209/34392       f2__frame__add_type_var_value [40]
-----------------------------------------------
                                 414             f2__exp__comma_filter_backquoted [404]
                0.00    0.03      42/42          f2__stream__try_read_backquoted <cycle 4> [156]
[404]    0.0    0.00    0.03      42+414     f2__exp__comma_filter_backquoted [404]
                0.00    0.01     247/323         raw__exp__contains_comma [454]
                0.00    0.01     420/1119799     f2cons__new [10]
                0.00    0.01     185/220         raw__exp__contains_cdr_comma [505]
                0.00    0.00     788/379045      raw__cons__is_type [103]
                0.00    0.00      70/109         raw__exp__contains_cdr_comma_at_this_level [535]
                0.00    0.00    1180/43181355     raw__array__elt [4]
                0.00    0.00     324/4798098     raw__array__elt__set [30]
                0.00    0.00    1237/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     312/5868111     raw__eq [187]
                0.00    0.00    1232/43576003     f2traced_array__elt [132]
                                 414             f2__exp__comma_filter_backquoted [404]
-----------------------------------------------
                0.00    0.03     216/216         f2__fiber__execute_bytecode <cycle 1> [3]
[405]    0.0    0.00    0.03     216         f2__fiber__bytecode__globalize_type_var [405]
                0.00    0.03     187/32316       f2__environment__define_type_var_value [47]
                0.00    0.00     210/1597317     f2__fiber__increment_pc [37]
                0.00    0.00     211/4798098     raw__array__elt__set [30]
                0.00    0.00     404/43181355     raw__array__elt [4]
                0.00    0.00     206/3227        funk2_memory__global_environment [528]
                0.00    0.00     437/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     215/1988022     raw__larva__is_type [286]
                0.00    0.00     434/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       6/658         f2__compile__while [604]
                0.00    0.01     183/658         f2__compile(int, float) [381]
                0.00    0.02     469/658         f2__compile__funk <cycle 1> [133]
[406]    0.0    0.00    0.03     658         f2__compile__else_jump [406]
                0.00    0.01     663/99066       f2bytecode__new [83]
                0.00    0.01     675/1119799     f2cons__new [10]
-----------------------------------------------
                0.00    0.02       1/1           funk2__init [80]
[407]    0.0    0.00    0.02       1         funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
                0.00    0.00       1/1           f2chunk__primobject_type__new [546]
                0.00    0.00       1/1           f2traced_array__primobject_type__new [560]
                0.00    0.00       1/1           f2array__primobject_type__new [555]
                0.00    0.00       1/1           f2gfunkptr__primobject_type__new [579]
                0.00    0.00       1/1           f2simple_array__primobject_type__new [585]
                0.00    0.00       1/1           f2mutex__primobject_type__new [587]
                0.00    0.00       1/1           f2string__primobject_type__new [607]
                0.00    0.00       1/1           f2symbol__primobject_type__new [608]
                0.00    0.00       1/1           f2ptype__primobject_type__new [609]
                0.00    0.00       1/1           f2integer__primobject_type__new [623]
                0.00    0.00       1/1           f2double__primobject_type__new [621]
                0.00    0.00       1/1           f2float__primobject_type__new [622]
                0.00    0.00       1/1           f2pointer__primobject_type__new [628]
                0.00    0.00       1/1           f2char__primobject_type__new [620]
                0.00    0.00       1/1           f2larva__primobject_type__new [624]
                0.00    0.00      15/64          funk2_primobject_type_handler__add_type [519]
                0.00    0.00      15/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      15/21203959     funk2_processor_mutex__raw_unlock [190]
                0.00    0.00      15/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/65          f2agent__primobject_type__new [618]
                0.00    0.00       1/65          f2array__primobject_type__new [555]
                0.00    0.00       1/65          f2bug__primobject_type__new [619]
                0.00    0.00       1/65          f2funk_event__primobject_type__new [530]
                0.00    0.00       1/65          f2cause__primobject_type__new [503]
                0.00    0.00       1/65          f2physical_sim_object__primobject_type__new [575]
                0.00    0.00       1/65          f2object_lattice__primobject_type__new [625]
                0.00    0.00       1/65          f2object_lattice_node__primobject_type__new [597]
                0.00    0.00       1/65          f2physical_scene__primobject_type__new [599]
                0.00    0.00       1/65          f2physical_place__primobject_type__new [598]
                0.00    0.00       1/65          f2physical_object__primobject_type__new [558]
                0.00    0.00       1/65          f2physical_texture__primobject_type__new [600]
                0.00    0.00       1/65          f2physical_transform__primobject_type__new [582]
                0.00    0.00       1/65          f2physical_position__primobject_type__new [581]
                0.00    0.00       1/65          f2physical_rotation__primobject_type__new [626]
                0.00    0.00       1/65          f2bytecode_event__primobject_type__new [594]
                0.00    0.00       1/65          f2event__primobject_type__new [574]
                0.00    0.00       1/65          f2size_2d__primobject_type__new [601]
                0.00    0.00       1/65          f2time__primobject_type__new [630]
                0.00    0.00       1/65          f2transframe__primobject_type__new [602]
                0.00    0.00       1/65          f2event_subscriber__primobject_type__new [556]
                0.00    0.00       1/65          f2scheduler__primobject_type__new [559]
                0.00    0.00       1/65          f2processor__primobject_type__new [522]
                0.00    0.00       1/65          f2fiber__primobject_type__new [497]
                0.00    0.00       1/65          f2bytecode__primobject_type__new [573]
                0.00    0.00       1/65          f2exception__primobject_type__new [596]
                0.00    0.00       1/65          f2metro__primobject_type__new [531]
                0.00    0.00       1/65          f2funk__primobject_type__new [529]
                0.00    0.00       1/65          f2metrocfunk__primobject_type__new [549]
                0.00    0.00       1/65          f2cfunk__primobject_type__new [547]
                0.00    0.00       1/65          f2imagination_link__primobject_type__new [557]
                0.00    0.00       1/65          f2doublelink__primobject_type__new [580]
                0.00    0.00       1/65          f2cons__primobject_type__new [595]
                0.00    0.00       1/65          f2compound_object__primobject_type__new [452]
                0.00    0.00       1/65          f2place__primobject_type__new [627]
                0.00    0.00       1/65          f2primobject__primobject_type__new [588]
                0.00    0.00       1/65          f2environment__primobject_type__new [572]
                0.00    0.00       1/65          f2frame__primobject_type__new [551]
                0.00    0.00       1/65          f2hash__primobject_type__new [548]
                0.00    0.00       1/65          f2list__primobject_type__new [565]
                0.00    0.00       1/65          f2doublelinklist__primobject_type__new [564]
                0.00    0.00       1/65          f2ptypehash__primobject_type__new [576]
                0.00    0.00       1/65          f2circular_buffer__primobject_type__new [561]
                0.00    0.00       1/65          f2set__primobject_type__new [562]
                0.00    0.00       1/65          f2stream__primobject_type__new [532]
                0.00    0.00       1/65          f2primobject_type__primobject_type__new [629]
                0.00    0.00       1/65          f2larva__primobject_type__new [624]
                0.00    0.00       1/65          f2traced_array__primobject_type__new [560]
                0.00    0.00       1/65          f2simple_array__primobject_type__new [585]
                0.00    0.00       1/65          f2chunk__primobject_type__new [546]
                0.00    0.00       1/65          f2symbol__primobject_type__new [608]
                0.00    0.00       1/65          f2string__primobject_type__new [607]
                0.00    0.00       1/65          f2char__primobject_type__new [620]
                0.00    0.00       1/65          f2mutex__primobject_type__new [587]
                0.00    0.00       1/65          f2gfunkptr__primobject_type__new [579]
                0.00    0.00       1/65          f2pointer__primobject_type__new [628]
                0.00    0.00       1/65          f2float__primobject_type__new [622]
                0.00    0.00       1/65          f2double__primobject_type__new [621]
                0.00    0.00       1/65          f2integer__primobject_type__new [623]
                0.00    0.00       1/65          f2ptype__primobject_type__new [609]
                0.00    0.00       5/65          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[408]    0.0    0.00    0.02      65         f2__primobject_type__new [408]
                0.00    0.02     129/209         f2__frame__add_var_value [403]
                0.00    0.00      65/15551       f2frame__new [110]
                0.00    0.00     192/1368        new__symbol [473]
                0.00    0.00      65/15124       f2__frame__new [953]
-----------------------------------------------
                0.00    0.00       2/239046      f2__stream__try_read_hex_digits [760]
                0.00    0.00   26305/239046      f2__stream__try_read_string [88]
                0.00    0.00   53783/239046      f2__stream__try_read_symbol_list [55]
                0.00    0.00   60138/239046      raw__char__is_symbolizable [345]
                0.00    0.01   98818/239046      f2__stream__ungetc [51]
[409]    0.0    0.01    0.01  239046         raw__char__is_type [409]
                0.00    0.00  241052/127558427     pfunk2__f2ptype__raw [52]
                0.00    0.00  240604/126995377     f2ptype__raw [89]
                0.00    0.00  240080/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.02       1/1           f2__initialize [216]
[410]    0.0    0.00    0.02       1         f2__ptypes__initialize__object_slots [410]
                0.00    0.01     100/34392       f2__frame__add_type_var_value [40]
                0.00    0.00     433/27293       pfunk2__f2symbol__new [262]
                0.00    0.00     100/1279        f2cfunk__new [394]
                0.00    0.00     134/1119799     f2cons__new [10]
                0.00    0.00     100/1288        pfunk2__f2pointer__new [485]
                0.00    0.00      99/1475        pfunk2__f2string__new [474]
                0.00    0.00     200/3227        funk2_memory__global_environment [528]
                0.00    0.00     100/1491        f2__environment__add_type_var_value [615]
                0.00    0.00     300/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00     433/27315       f2symbol__new [952]
                0.00    0.00     100/1288        f2pointer__new [962]
                0.00    0.00      99/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.02    1083/1083        f2__fiber__bytecode__type_var__mutate [402]
[411]    0.0    0.00    0.02    1083         f2__environment__type_var_value__set [411]
                0.00    0.02    1190/1192        f2__frame__type_var_value__set [428]
                0.00    0.00    1077/198444      raw__environment__is_type [212]
                0.00    0.00    1381/43181355     raw__array__elt [4]
                0.00    0.00    1388/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    1143/1988022     raw__larva__is_type [286]
                0.00    0.00    1373/43576003     f2traced_array__elt [132]
                0.00    0.00       1/822544      pfunk2__f2simple_array__elt [280]
                0.00    0.00       1/819530      f2simple_array__elt [937]
-----------------------------------------------
                0.00    0.00       3/16          funk2_memory__handle [134]
                0.02    0.00      13/16          funk2_garbage_collector__handle [87]
[412]    0.0    0.02    0.00      16         funk2_user_thread_controller__wait_for_all_user_threads_to_wait [412]
                0.00    0.00  217491/83852477     f2(short, long,...)(...)( *) [161]
-----------------------------------------------
                0.00    0.02       1/1           f2__initialize [216]
[413]    0.0    0.00    0.02       1         f2__reader__initialize [413]
                0.00    0.02       1/1           funk2_reader__init [434]
                0.00    0.00       1/2           f2__reader__reinitialize_globalvars [477]
                0.00    0.00       5/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       5/1279        f2cfunk__new [394]
                0.00    0.00      15/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       5/1119799     f2cons__new [10]
                0.00    0.00       5/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       5/1475        pfunk2__f2string__new [474]
                0.00    0.00      10/3227        funk2_memory__global_environment [528]
                0.00    0.00       5/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00      10/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      40/8961        initial_cause [955]
                0.00    0.00      15/27315       f2symbol__new [952]
                0.00    0.00       5/1288        f2pointer__new [962]
                0.00    0.00       5/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00      44/378871      funk2_dptr__decrement_reference_counts [93]
                0.00    0.00   73475/378871      funk2_garbage_collector_no_more_references_buffer__flush_no_more_references_knowledge_to_gc_pool [525]
                0.02    0.00  305352/378871      funk2_garbage_collector__know_of_changed_references [82]
[414]    0.0    0.02    0.00  378871         funk2_garbage_collector_pool__know_of_used_exp_self_no_more_references [414]
                0.00    0.00      89/999960      funk2_garbage_collector_pool__change_used_exp_color [166]
-----------------------------------------------
                0.00    0.02    2439/2439        f2__write__ansi_color [316]
[415]    0.0    0.00    0.02    2439         f2__ansi__stream__underscore_off_with_default_foreground [415]
                0.00    0.02    2453/9659        raw__ansi__stream__print_code [325]
-----------------------------------------------
                0.00    0.00  263288/1175926     funk2_garbage_collector_pool__grey_referenced_elements [140]
                0.02    0.00  912638/1175926     funk2_garbage_collector_pool__grey_referenced_elements_from_dptr [150]
[416]    0.0    0.02    0.00 1175926         funk2_garbage_collector_other_grey_buffer__know_of_other_grey [416]
                0.00    0.00      23/3619        funk2_status [654]
                0.00    0.00      22/2852829     f2__malloc [417]
-----------------------------------------------
                0.00    0.00       1/2852829     funk2_glwindow__init [928]
                0.00    0.00       1/2852829     funk2_management_thread__command_finished [926]
                0.00    0.00       1/2852829     funk2_management_thread_command__exit__new [931]
                0.00    0.00       1/2852829     funk2_management_thread_command__save_memory_image__new [932]
                0.00    0.00       1/2852829     funk2_packet__peek_recv_new_from_buffered_socket [50]
                0.00    0.00       1/2852829     funk2_packet__peek_read_new_from_circular_buffer [236]
                0.00    0.00       1/2852829     funk2_peer_command_server__add_new_server_port [900]
                0.00    0.00       1/2852829     funk2_peer_command_server__handle_clients [38]
                0.00    0.00       2/2852829     fiber_hash__init [922]
                0.00    0.00       2/2852829     funk2_management_thread__add_command [885]
                0.00    0.00       2/2852829     funk2_never_delete_list__init [923]
                0.00    0.00       2/2852829     funk2_symbol_hash__init [924]
                0.00    0.00       8/2852829     funk2_memorypool__save_to_stream [856]
                0.00    0.00       8/2852829     funk2_memorypool__load_from_stream [869]
                0.00    0.00       8/2852829     funk2_processor_thread_handler__add_new_processor_thread [872]
                0.00    0.00       8/2852829     f2dynamicmemory__init_and_alloc [918]
                0.00    0.00       9/2852829     funk2_garbage_collector_no_more_references_buffer__know_of_no_more_references [515]
                0.00    0.00      16/2852829     funk2_garbage_collector_protected_f2ptr_buffer__init [915]
                0.00    0.00      16/2852829     funk2_garbage_collector_no_more_references_buffer__init [914]
                0.00    0.00      16/2852829     funk2_garbage_collector_mutation_buffer__init [913]
                0.00    0.00      16/2852829     funk2_protected_alloc_array_event_array__init [917]
                0.00    0.00      16/2852829     funk2_protected_alloc_array__init [916]
                0.00    0.00      17/2852829     funk2_garbage_collector_protected_f2ptr_buffer__know_of_protected_f2ptr [257]
                0.00    0.00      19/2852829     funk2_garbage_collector_mutation_buffer__know_of_mutation [240]
                0.00    0.00      22/2852829     funk2_garbage_collector_other_grey_buffer__know_of_other_grey [416]
                0.00    0.00      48/2852829     funk2_set__init [891]
                0.00    0.00      58/2852829     funk2_module_registration__add_module [871]
                0.00    0.00     106/2852829     funk2_set__double_size [241]
                0.00    0.00     116/2852829     funk2_module_registration_node__init [880]
                0.00    0.00     128/2852829     funk2_garbage_collector_other_grey_buffer__init [878]
                0.00    0.00     151/2852829     f2__new_alloc [877]
                0.00    0.00     202/2852829     f2__stream__try_read_string [88]
                0.00    0.00    5079/2852829     f2__stream__try_read_symbol [53]
                0.00    0.00    5131/2852829     funk2_symbol_hash__add_symbol [802]
                0.00    0.00   89330/2852829     funk2_garbage_collector_pool__blacken_grey_nodes [12]
                0.02    0.00 2752285/2852829     funk2_set__add [334]
[417]    0.0    0.02    0.00 2852829         f2__malloc [417]
-----------------------------------------------
                0.02    0.00  351104/351104      f2__fiber__bytecode__push [202]
[418]    0.0    0.02    0.00  351104         f2__compile__bytecode__push [418]
-----------------------------------------------
                0.02    0.00 1743103/1743103     funk2_garbage_collector_pool__free_white_exps__helper [147]
[419]    0.0    0.02    0.00 1743103         funk2_tricolor_set__remove_element [419]
-----------------------------------------------
                0.00    0.00      11/817747      raw__metro__is_type [363]
                0.00    0.00      11/817747      raw__funk__is_type [258]
                0.00    0.00      11/817747      raw__cfunk__is_type [248]
                0.00    0.00      19/817747      raw__cause__is_type [75]
                0.00    0.00    3396/817747      raw__ptypehash__is_type [239]
                0.02    0.00  814299/817747      raw__array__elt [4]
[420]    0.0    0.02    0.00  817747         f2simple_array__length [420]
-----------------------------------------------
                0.02    0.00  519802/519802      funk2_set__mapc [14]
[421]    0.0    0.02    0.00  519802         funk2_garbage_collector_pool__blacken_grey_nodes__helper [421]
-----------------------------------------------
                0.02    0.00   99110/99110       rbt_tree__remove [92]
[422]    0.0    0.02    0.00   99110         rbt_node__delete_case5 [422]
-----------------------------------------------
                0.02    0.00 1835417/1835417     funk2_memory__funk2_memblock_f2ptr__try_new [23]
[423]    0.0    0.02    0.00 1835417         funk2_garbage_collector_pool__add_protected_alloc_f2ptr [423]
-----------------------------------------------
                0.00    0.00    8875/35447       f2__fiber__bytecode__endfunk [355]
                0.00    0.01   26572/35447       f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[424]    0.0    0.00    0.02   35447         raw__cause__call_all_endfunks [424]
                0.00    0.01   22826/43181355     raw__array__elt [4]
                0.00    0.00   25678/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00   25544/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00   44478/1075982     pfunk2__f2mutex__trylock [611]
                0.00    0.00  493913/1075982     pfunk2__f2mutex__lock [446]
                0.00    0.00  537591/1075982     pfunk2__f2mutex__unlock [350]
[425]    0.0    0.01    0.01 1075982         ptype_mutex__m [425]
                0.01    0.00 1077841/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.02    2707/2707        f2__fiber__execute_bytecode <cycle 1> [3]
[426]    0.0    0.00    0.02    2707         f2__fiber__bytecode__jump [426]
                0.00    0.01    2660/1597317     f2__fiber__increment_pc [37]
                0.00    0.00    2697/4798098     raw__array__elt__set [30]
                0.00    0.00    2395/366043      raw__exception__is_type [162]
                0.00    0.00    2696/43181355     raw__array__elt [4]
                0.00    0.00    2707/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    2703/43576003     f2traced_array__elt [132]
-----------------------------------------------
                                 661             f2__exps_demetropolize_full <cycle 1> [427]
                                 421             f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[427]    0.0    0.00    0.02     421+661     f2__exps_demetropolize_full <cycle 1> [427]
                0.00    0.02     898/1119799     f2cons__new [10]
                0.00    0.00     658/379045      raw__cons__is_type [103]
                0.00    0.00    1917/43181355     raw__array__elt [4]
                0.00    0.00    2019/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    2011/43576003     f2traced_array__elt [132]
                                 654             f2__demetropolize_full__with_status <cycle 1> [263]
                                 661             f2__exps_demetropolize_full <cycle 1> [427]
-----------------------------------------------
                0.00    0.00       2/1192        f2__frame__var_value__set [808]
                0.00    0.02    1190/1192        f2__environment__type_var_value__set [411]
[428]    0.0    0.00    0.02    1192         f2__frame__type_var_value__set [428]
                0.00    0.02    2406/413336      f2__ptypehash__lookup_keyvalue_pair [69]
                0.00    0.00    1038/4798098     raw__array__elt__set [30]
                0.00    0.00    2282/43181355     raw__array__elt [4]
                0.00    0.00    2467/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    2446/43576003     f2traced_array__elt [132]
                0.00    0.00       1/822544      pfunk2__f2simple_array__elt [280]
                0.00    0.00       1/819530      f2simple_array__elt [937]
-----------------------------------------------
                0.00    0.02     494/494         f2__compile__funk <cycle 1> [133]
[429]    0.0    0.00    0.02     494         f2__compile__define_var [429]
                0.00    0.01     489/489         f2__compile__define_type_var [470]
                0.00    0.01     505/1119799     f2cons__new [10]
-----------------------------------------------
                0.00    0.02     480/480         f2__compile__funk <cycle 1> [133]
[430]    0.0    0.00    0.02     480         f2__compile__car [430]
                0.00    0.01     476/99066       f2bytecode__new [83]
                0.00    0.01     485/1119799     f2cons__new [10]
-----------------------------------------------
                0.00    0.02     980/980         f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[431]    0.0    0.00    0.02     980         pcfunk__primobject_type__lookup_slot_type_funk [431]
                0.00    0.01     902/33718       raw__simple_length [172]
                0.00    0.00    4928/43181355     raw__array__elt [4]
                0.00    0.00    4971/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    4954/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00    4235/710186      f2__write_pretty [250]
                0.01    0.01  705951/710186      raw__symbol__eq [261]
[432]    0.0    0.01    0.01  710186         pfunk2__f2symbol__length [432]
                0.01    0.00  711750/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.00       1/2602        funk2__init [80]
                0.00    0.00     751/2602        f2__primobject_type__add_slot_type [301]
                0.00    0.01    1850/2602        f2fiber__funk [306]
[433]    0.0    0.00    0.02    2602         raw__funkable__is_type [433]
                0.00    0.01    2601/55972       raw__funk__is_type [258]
                0.00    0.01    2545/21250       raw__metro__is_type [363]
                0.00    0.00     678/64292       raw__cfunk__is_type [248]
                0.00    0.00       1/2984        raw__metrocfunk__is_type [472]
-----------------------------------------------
                0.00    0.02       1/1           f2__reader__initialize [413]
[434]    0.0    0.00    0.02       1         funk2_reader__init [434]
                0.00    0.01     104/34392       f2__frame__add_type_var_value [40]
                0.00    0.00     104/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      94/90256       pfunk2__f2char__new [167]
                0.00    0.00      10/14          f2exception__new [726]
                0.00    0.00       1/3           f2_reader_c__cause__new [698]
                0.00    0.00     104/3227        funk2_memory__global_environment [528]
                0.00    0.00     104/1491        f2__environment__add_type_var_value [615]
                0.00    0.00      94/88229       f2char__new [463]
                0.00    0.00     104/27315       f2symbol__new [952]
                0.00    0.00       1/8961        initial_cause [955]
-----------------------------------------------
                0.00    0.02    1008/1008        f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[435]    0.0    0.00    0.02    1008         pcfunk__lookup_type [435]
                0.00    0.01     959/33718       raw__simple_length [172]
                0.00    0.00    1020/43181355     raw__array__elt [4]
                0.00    0.00    1035/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    1030/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.02     856/856         f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[436]    0.0    0.00    0.02     856         pcfunk__array__elt [436]
                0.00    0.01     854/33718       raw__simple_length [172]
                0.00    0.00    2694/43181355     raw__array__elt [4]
                0.00    0.00    2717/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    2714/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       7/4770        f2__frame__copy_slots [533]
                0.00    0.00      10/4770        f2__frame__is_type [807]
                0.00    0.00     751/4770        f2__primobject_type__add_slot_type [301]
                0.00    0.01    4002/4770        f2__primobject_type__lookup_slot_type_funk [332]
[437]    0.0    0.00    0.02    4770         raw__frame__is_type [437]
                0.00    0.01   10240/43181355     raw__array__elt [4]
                0.00    0.00    5116/2135180     raw__array__length [99]
                0.00    0.00    4803/2551499     raw__array__is_type [96]
                0.00    0.00   10368/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00   10287/5868111     raw__eq [187]
                0.00    0.00   10333/43576003     f2traced_array__elt [132]
                0.00    0.00    5169/45596600     pfunk2__f2traced_array__length [95]
                0.00    0.00    5165/45396636     f2traced_array__length [128]
-----------------------------------------------
                0.00    0.01       1/1           f2__initialize [216]
[438]    0.0    0.00    0.01       1         f2__primfunks__errno__initialize [438]
                0.00    0.01      80/34392       f2__frame__add_type_var_value [40]
                0.00    0.00      80/1279        f2cfunk__new [394]
                0.00    0.00     160/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      80/1288        pfunk2__f2pointer__new [485]
                0.00    0.00      80/1475        pfunk2__f2string__new [474]
                0.00    0.00     160/3227        funk2_memory__global_environment [528]
                0.00    0.00      80/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00     160/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00     480/8961        initial_cause [955]
                0.00    0.00     160/27315       f2symbol__new [952]
                0.00    0.00      80/1288        f2pointer__new [962]
                0.00    0.00      80/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.01    1894/1894        f2__compile__funkvar_call <cycle 1> [151]
[439]    0.0    0.00    0.01    1894         raw__funkable__is_funktional [439]
                0.00    0.01    1898/64292       raw__cfunk__is_type [248]
                0.00    0.00    1074/55972       raw__funk__is_type [258]
                0.00    0.00    1065/2984        raw__metrocfunk__is_type [472]
                0.00    0.00    1901/43181355     raw__array__elt [4]
                0.00    0.00    1952/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    1945/43576003     f2traced_array__elt [132]
-----------------------------------------------
                                   5             f2__compile__while_exp <cycle 1> [593]
                                 185             f2__compile__if_exp <cycle 1> [356]
                                 837             f2__compile__funk <cycle 1> [133]
[440]    0.0    0.00    0.01    1027         f2__compile__rawcode <cycle 1> [440]
                0.00    0.01    2404/379045      raw__cons__is_type [103]
                0.00    0.00    6206/43181355     raw__array__elt [4]
                0.00    0.00     238/93042       f2__list_cdr__set [149]
                0.00    0.00    6336/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00    6298/43576003     f2traced_array__elt [132]
                0.00    0.00    1207/1988022     raw__larva__is_type [286]
                0.00    0.00       8/3619        funk2_status [654]
                                1250             raw__compile <cycle 1> [171]
-----------------------------------------------
                0.00    0.00   57827/469901      f2__ptypehash__add <cycle 2> [63]
                0.01    0.00  412074/469901      f2__ptypehash__lookup_keyvalue_pair [69]
[441]    0.0    0.01    0.00  469901         pfunk2__f2symbol__eq_hash_value [441]
                0.00    0.00  470320/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.01       1/1           f2__initialize [216]
[442]    0.0    0.00    0.01       1         f2__cause__initialize [442]
                0.00    0.01      64/34392       f2__frame__add_type_var_value [40]
                0.00    0.00     266/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      64/1279        f2cfunk__new [394]
                0.00    0.00      76/1119799     f2cons__new [10]
                0.00    0.00      64/1288        pfunk2__f2pointer__new [485]
                0.00    0.00      64/1475        pfunk2__f2string__new [474]
                0.00    0.00     128/3227        funk2_memory__global_environment [528]
                0.00    0.00      64/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/3           f2__cause__reinitialize_globalvars [799]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00     190/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00     537/8961        initial_cause [955]
                0.00    0.00     266/27315       f2symbol__new [952]
                0.00    0.00      64/1288        f2pointer__new [962]
                0.00    0.00      64/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.01       1/1           f2__initialize [216]
[443]    0.0    0.00    0.01       1         f2__physical_objects__initialize [443]
                0.00    0.01      64/34392       f2__frame__add_type_var_value [40]
                0.00    0.00     248/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      64/1279        f2cfunk__new [394]
                0.00    0.00      63/1119799     f2cons__new [10]
                0.00    0.00      64/1288        pfunk2__f2pointer__new [485]
                0.00    0.00      64/1475        pfunk2__f2string__new [474]
                0.00    0.00     128/3227        funk2_memory__global_environment [528]
